title,category,authors,publish_date,text 
"Maryland pastor who shredded shutdown order: 'It's unfair, it's unjust, it's unconstitutional'",Fox News Flash,Charles Creitz,2020-05-22,"Get all the latest news on coronavirus and more delivered daily to your inbox. Sign up here.A Maryland pastor who went viral for shredding a local government's cease-and-desist order to halt in-person services told ""The Ingraham Angle"" Thursday that he and his congregants are ""tired of being told to sit at the house.""Rev. Stacey Shiflett of the Calvary Baptist Church in Dundalk held a Wednesday night service with a reduced congregation capacity that was in line with Republican Gov. Larry Hogan's restrictions but defied a separate edict Baltimore County edict.""I'm tearing up this cease-and-desist order right here and I'm telling you right now, we're going to do it God's way,"" he told the congregation as he tore up the document. ""Pharaoh doesn't get to dictate to God's people how they worship their God. God is the one that defines the parameters, God is the one that communicates his Will and his Plan for his church, not Egypt.""BALTIMORE PASTOR RIPS UP CEASE-AND-DESIST LETTER MID-SERMON: 'WE'RE GONNA DO IT GOD'S WAY'Shiflett told host Laura Ingraham the community's reaction to his stand has been ""overwhelming.""""I didn't plan on doing that, it wasn't scripted,"" he said. ""I happened to have it in my hands and there's two things that get me passionate: one is the American flag and the other is the Word of God. Those two things have been jeopardized here in the last few months.""It reached a boiling point for me last night and I decided we couldn't take it anymore and it's time to push back.""Shiflett commented on the apparently arbitrary nature of many of the lockdown orders -- which restrict access to some places, but not others, and prohibit some social practices while allowing others.""We all know that the coronavirus only goes to church, it doesn't go to Home Depot, it doesn't go to the grocery store, it doesn't go anywhere except to church,"" he said, adding that the government has tried to indoctrinate people with the help of their ""so-called experts.""CLICK HERE TO GET THE FOX NEWS APP""We're just going to church,"" Shiflett said. ""We are tired of being told to sit at the house. When a man can take his daughter to the abortion clinic but he can't take her to church, when a woman can take her son to the liquor store but can't take him to church, when the marijuana dispensaries are flourishing and churches are shuttered, it's time for somebody to say something.""The pastor added that he was shocked at how many clergy appear content to go along with government edicts instead of exercising their First Amendment rights and said streaming services online was a poor substitute for physical presence in a church.""You can't have church the way God intended for it to [be] through livestream,"" he said. ""It's time to push back and it's unfair, it's unjust, it's unconstitutional and we are tired of it.""Fox News' Caleb Parke contributed to this report."
Janice Dean slams Cuomo nursing home policy after losing in-laws to COVID-19: 'Not just numbers on a curve',Fox News Flash,Yael Halon,2020-05-22,"Get all the latest news on coronavirus and more delivered daily to your inbox. Sign up here.Fox News senior meteorologist Janice Dean told ""Tucker Carlson Tonight"" Thursday that New York Gov. Andrew Cuomo's failed nursing home policy should be ""one of the biggest"" stories of the year after both of her parents-in-law lost their lives to the coronavirus.""I have not seen the coverage of this ... ,"" an emotional Dean said. ""Twenty percent of our lost loved ones are from nursing homes ... because Governor Cuomo and several other governors forced COVID-recovering patients into nursing homes.""""These people are real people. They are not just numbers on a curve."" — Janice Dean, Fox NewsDean, who rarely comments on political issues, felt compelled to speak out after watching a CNN interview in which anchor Chris Cuomo -- the governor's younger brother -- failed to address the growing controversy and instead performed prop comedy with giant cotton swabs.CUOMO BROTHERS' JOKEY CNN INTERVIEW FAKES BACKLASH""The fact that I am seeing, last night, him ... making fun, inappropriate jokes and insensitive jokes, cruel jokes ... make no mistake,"" Dean said, ""I am glad that Chris Cuomo has recovered from COVID because he apparently did have it. And I'm glad that their family is well, but my family is not well. And that is not something to joke about.""Cuomo has been roundly criticized over New York's initial policy that required nursing homes to accept COVID-19 hospital patients who had been discharged from hospitals. On May 10, New York reversed the policy amid criticism and the mounting death toll.Officially, 5,876 residents of New York state nursing homes or assisted living facilities have died of COVID-19 as of Thursday. However, the state health department count does not include residents who died ""outside the facility,"" such as at a hospital.Dean said that very fate befell her mother-in-law.""His [Sean's ] mom ... was rushed to the hospital, died in the hospital and her number will not be counted as a nursing home or assisted living home [death] because of the governor's policy of saying that she died in the hospital, even though it was confirmed COVID,"" Dean said.Dean added that her father-in-law was transferred to what she believes was a floor with COVID-19 patients days before he succumbed to the virus.CUOMO SAYS ‘NOBODY’ SHOULD BE PROSECUTED OVER CORONAVIRUS DEATHS AMID CRITICISM OVER NURSING HOME POLICYSean's dad ""was a New York City firefighter and was in the U.S. Air Force,"" said Dean. ""These people are real people. They are not just numbers on a curve.""Highlighting the plight of so many who have lost ones to the pandemic, Dean said it was difficult not to honor the memory of her children's grandparents with a funeral, and that her family is taking the loss ""day by day.""CLICK HERE FOR COMPLETE CORONAVIRUS COVERAGE""We weren't able to have a funeral for them or celebrate their life properly. That was very difficult from the normal way that people would mourn. We didn't have that."""
Dems make big push to aid illegal immigrants amid coronavirus crisis,Illegal Immigrants,Adam Shaw,2020-05-22,"Get all the latest news on coronavirus and more delivered daily to your inbox. Sign up here.Congressional Democrats and state governments are pushing a range of ways to assist illegal immigrants in their response to the coronavirus crisis, calling for the release of those in detention and lobbying to make them eligible for over a thousand dollars each in stimulus payments.President Trump, for his part, has responded to the crisis by cracking down on both illegal and legal immigration — slapping travel bans on China, Iran and the European Union and limiting entry on land borders to the north and south, while border officials are immediately returning illegal immigrants and asylum seekers to their home countries.HOUSE DEMOCRATS' CORONAVIRUS PACKAGE INCLUDES 'AMNESTY' FOR SOME ILLEGAL IMMIGRANTS, CRITICS SAYDemocrats, however, are taking the opposite approach. Sen. Cory Booker, D-N.J., and Rep. Pramila Jayapal, D-Wash., have introduced a bill that would release immigrants in detention into the country, and halt any immigration enforcement against anyone not deemed a “significant” threat to public safety.“We have an obligation to do everything we can to prevent the spread of this deadly disease, and that means moving people out of detention centers when they do not pose a public safety risk,” Booker said in a statement. “This is really a matter of life and death: it’s time that we act quickly and decisively to save as many lives as possible, and that means ending the unnecessary detention of immigrants during this public health crisis.”Meanwhile, on Capitol Hill, Democrats are demanding that the next round of stimulus checks include illegal immigrants by modifying a requirement that recipients have a Social Security number to receive one.DRUG CARTELS AT THE BORDER TRYING TO 'EXPLOIT' CORONAVIRUS CRISIS, CBP CHIEF SAYSA $3 trillion bill passed by the Democratic-controlled House last week would allow the $1,200 stimulus checks to go to those who also pay income taxes via an Individual Taxpayer Identification Number (ITIN) — which is used by people who are ineligible for a Social Security number, including illegal immigrants.As partial justification, Democrats have pointed to so-called mixed families, in which there are American citizens or legal permanent residents, as well as illegal immigrants, in one family. They file using an ITIN and so far have not been eligible for aid.“The Supreme Court ruled that children, undocumented children should have a right to education in our country. Why not then should citizens’ children, children in taxpayers’ families, not have the opportunity to the checks that they need?” House Speaker Nancy Pelosi, D-Calif., said on a press call this month.But it’s an idea that has drawn strong criticism, even mockery, from Republicans who believe that aid should be reserved only to citizens and those here legally.“Can you believe it? We forgot to have the Treasury Department send money to people here illegally. My goodness. What an oversight,” Senate Majority Leader Mitch McConnell, R-Ky., said on the Senate floor last week.The bill also included protections for “essential critical infrastructure workers” that would allow some illegal immigrants employed as such to be placed into “a period of deferred action” and be authorized to work if they meet certain conditions.It also grants protections to those employers who hire illegal immigrants, stating that “the hiring, employment or continued employment” of the defined group of illegal immigrants is not in violation of the Immigration and Nationality Act.The move was flagged by Deputy Homeland Security Secretary Ken Cuccinelli as a push by Democrats to grant ""amnesty"" to illegal immigrants and protection to those who employ them.“Is it really a good idea to not only grant an amnesty to illegal aliens but to absolve employers who have been breaking the law in the last few months?” he tweeted. “I don't think so!”SEATTLE CITY COUNCIL CALLS FOR $100 MILLION 'RELIEF FUND' FOR ILLEGAL IMMIGRANTSMeanwhile, some state governments have been seeking to make sure illegal immigrants receive money and argue they should have been included in the last round of stimulus.The Seattle City Council is calling on Washington state to create a $100 million “relief fund” for illegal immigrants who did not qualify for the federal stimulus checks issued last month.The city’s council passed a resolution Monday asking Gov. Jay Inslee to create a “Washington Worker Relief Fund” to provide “economic assistance to undocumented Washingtonians during the COVID-19 pandemic.”Meanwhile in California, the state has opened up about $75 million for a fund to help roughly 150,000 illegal immigrants in the state. It gives them access to a coronavirus relief program that will pay $500 per person and up to $1,000 per household.The developments come as Democrats continue to shift left on immigration issues to the backdrop of the presidential race, drawing contrasts with Republicans who, along with the Trump administration, have advocated even tougher policies.CLICK HERE FOR THE FOX NEWS APPDemocrats have opposed a host of Trump’s border security measures, including the wall at the southern border and the “Remain-in-Mexico” policy, while a number of top Democrats and presidential contenders have backed calls to abolish Immigration and Customs Enforcement (ICE) and to give health care and other social services to illegal immigrants.Presumptive Democratic nominee Joe Biden, meanwhile, has been on record calling for health care for illegal immigrants, as well as a 100-day moratorium on deportations if he wins the election in November."
"Darrell Issa, Judicial Watch challenge Newsom's vote-by-mail order",California,Brie Stimson,2020-05-22,"Get all the latest news on coronavirus and more delivered daily to your inbox. Sign up here.Former Rep. Darrell Issa and conservative group Judicial Watch are challenging California Gov. Gavin Newsom’s executive order for an all mail-in ballot election.Judicial Watch filed the suit in a Sacramento district court Thursday on behalf of Issa to block Newsom’s order, which would send absentee ballots to all registered voters, Politico reported. Issa is running for former Rep. Duncan Hunter’s seat in the wake of his resignation.California is the first state this year to move to an all vote-by-mail election because of the coronavirus. While Democrats lauded the executive order, Republicans have raised concerns over voter fraud.The Republican National Committee said it was weighing its options over Newsom’s order, according to Politico.Issa's complaint calls Newsom's order ""unconstitutional,"" and says it could cause the ""votes of countless voters to be thrown out or not counted."" It also says Issa's campaign costs would increase and it would force him to “reevaluate his electoral strategy,” Politico and Court House News reported.Issa “registered to run for office based under the electoral system established by the California Legislature,” the complaint says. “Now, he must develop a new strategy.”President Trump has claimed without evidence that voting by mail leads to voter fraud even though he voted via absentee ballot in Florida this year. “You get thousands and thousands of people sitting in somebody’s living room, signing ballots all over the place,” he said last month, according to The New York Times.Several other states, including Washington, Colorado, Hawaii, Oregon and Utah already vote by mail.NEWSOM ORDER SENDING MAIL-IN BALLOTS TO ALL CALIFORNIA VOTERS SPARKS CONCERNSNevada and Michigan are among several states planning to increase mail-in voting for the November election. Trump has threatened to cut the states' funding.California Secretary of State Alex Padilla called the lawsuit “immoral” and “un-American,"" according to Politico.“Exploiting the COVID-19 pandemic to justify voter suppression is despicable, even for Judicial Watch’s pathetically low standards,"" he said in a statement.He added that it threatened the “health of every Californian.”CLICK HERE FOR COMPLETE CORONAVIRUS COVERAGEIssa was narrowly re-elected to California’s 49th district in North County San Diego and southern Orange County in 2016 and decided to retire in 2019. He’s now running for the 50th district in San Diego. The 49th district flipped to Democratic Rep. Mike Levin in 2018."
Pennsylvania's Wolf begins to feel pressure from fellow Dems over restrictions: report,Pennsylvania,Edmund DeMarche,2020-05-22,"Get all the latest news on coronavirus and more delivered daily to your inbox. Sign up here.Some Democrats in Pennslyvania are reportedly beginning to put some pressure on Gov. Tom Wolf about the state’s reopening process two months after his office issued a stay-at-home order.CLICK FOR THE LATEST ON THE CORONAVIRUSThe Philadelphia Inquirer pointed to a few recent instances where Democrats seemed eager to see bigger steps in the state's reopening, including a letter from State. Sen. Maria Collett that relayed some frustrations of residents in Montgomery County.The Tuesday letter informed Wolf that many in her county have seen little evidence that Wolf's administration “recognizes and sympathizes with the added physical, emotional, and financial suffering they are facing as a result of our prolonged stay-at-home conditions, which you know.”Wolf has maintained that his top priority is safety, but like other states, residents have suffered financially from coronavirus guidelines.About 2 million Pennsylvania residents have lost their jobs since mid-March. Food and milk giveaways draw long lines. Some people have gone two months without money because of the state’s problem-plagued online unemployment benefits portal.“We’re making decisions based on the best information we have, and making the best decisions we can, based on the best models that are always changing and moving,"" Wolf said, according to PennLive.com.The state is reportedly taking a county-centric approach. The PennLive report said 37 of the state’s 67 counties are in the yellow stage, which essentially means caution and mitigation. Eighteen counties are red, which means a stay-at-home order is in place.President Trump recently talked about the state’s lockdown and said Pennsylvanians “want their freedom now.”The paper reported that Wolf’s response to the coronavirus has been praised and “Democrats aren’t exactly defecting” but there is some pressure. The paper reported that 16 Senate Democrats signed a letter recently for the governor’s office to consider permitting non-“life-sustaining” stores for curbside pickup.“The truth of the matter is we do need to start thinking about getting people back to work,"" State Sen. Steve Santarsiero, a Democrat, said. ""I really think we’re getting very close to that point. Curbside pickup is part of that question. I think that would really help get things moving again.”Dr. Rachel Levine, Wolf’s health secretary, said the Health Department will soon release criteria for moving a county into the green phase of Wolf’s reopening plan.GET THE FOX NEWS APP“As we release the metrics to go into the green zone, we’re also working on what life in the green zone would (look) like, especially for businesses, restaurants, etc.,” Levine said.The Associated Press contributed to this report"
Trump blasts Michigan AG for 'viciously threatening' Ford for letting him tour plant without mask,Donald Trump,Brie Stimson,2020-05-22,"Get all the latest news on coronavirus and more delivered daily to your inbox. Sign up here.President Trump blasted the attorney general of Michigan late Thursday after she said she was going to have a “very serious conversation” with Ford Motor Co. for allowing the president to go without a mask during part of a tour of the company's Rawsonville Components Plant in Ypsilanti.“The Wacky Do Nothing Attorney General of Michigan, Dana Nessel, is viciously threatening Ford Motor Company for the fact that I inspected a Ventilator plant without a mask,” Trump tweeted after his tour. “Not their fault, & I did put on a mask. No wonder many auto companies left Michigan, until I came along!”Trump did wear a mask for part of the tour of the plant that has been repurposed to make medical supplies, but refused to put it on in front of reporters -- although at least one photographer snapped a photo that was posted on social media. It showed the president wearing a mask that included the presidential seal.""I had one on before,” Trump told reporters during the visit. “I wore one on in this back area. I didn't want to give the press the pleasure of seeing it. In the back area I did have a mask on. I had goggles and a mask right back there.”TRUMP BRINGS MASK TO FORD, SAYS HE DOESN'T 'WANT TO GIVE THE PRESS THE PLEASURE OF SEEING' HIM WEARING ITHe added it wasn’t necessary to wear a mask around reporters and Ford representatives in the front of the plant because “Everybody's been tested.”Nessel told CNN the state would be speaking to Ford about allowing the president to go without a mask for the public portion of the tour in what she said was a violation of Gov. Gretchen Whitmer’s executive order requiring masks in enclosed public spaces.""They knew exactly what the order was and if they permitted anyone, even the president of the United States, to defy that order, I think it has serious health consequences potentially to their workers,” Nessel told CNN.She also said she was ""ashamed"" to have him as the president and she hoped Michigan voters ""will remember this when November comes, that he didn't care enough about their safety, he didn't care about their welfare, he didn't respect them enough just to engage in the very simple task, the painless task, the easy task of wearing a mask when he was provided one.""Trump suggested in another tweet that Ford might leave Michigan if it's held accountable for his actions.“Do nothing A.G. of the Great State of Michigan, Dana Nessel, should not be taking her anger and stupidity out on Ford Motor - they might get upset with you and leave the state, like so many other companies have - until I came along and brought business back to Michigan. JOBS!” he wrote.When asked if it was true that it wasn’t required that the president wear a mask, Ford’s CEO, Jim Hackett, told reporters, “It’s up to him.”In a statement Thursday afternoon, the Ford Motor Company added: “Bill Ford encouraged President Trump to wear a mask when he arrived. He wore a mask during a private viewing of three Ford GTs from over the years. The president later removed the mask for the remainder of the visit.” Bill Ford, the great-grandson of Henry Ford, has been the company’s executive chairman.Nessel later responded to Trump on Twitter, defending the state's auto industry.""Hi! After struggling with our Gov & SOS, impressed you know my name,"" she wrote. ""Seems like you have a problem with all 3 women who run MI-as well as your ability to tell the truth. The auto industry has been thriving for years bc of our incredible auto workers & companies.""CLICK HERE FOR COMPLETE CORONAVIRUS COVERAGEShe added that it was hard to say she's done nothing ""with all the lawsuits myself and the other @DemocraticAGs have filed and won against you.""Fox News' Morgan Phillips contributed to this report."
Barr says America's 'democratic values' are dependent on the US beating China in the 5G race,William Barr,Caitlin McFall,2020-05-22,"In a roundtable with the State Department Thursday, Attorney General William Barr emphasized the importance of the US beating China in the race for 5G telecommunications networks.“The United States and our partners are in an urgent race against the People’s Republic of China (PRC) to develop and build 5G infrastructure around the world,” said Barr in a statement.5G is expected to change the way people live and work by supplying a faster and more reliable internet connection - along with a host of technological advances such self-driving cars, smart cities and remote surgeries.GOP SENATOR CALLS TO 'STRANGLE' HUAWEI IN WAKE OF NEW SANCTIONS“Our national security and the flourishing of our liberal democratic values here and around the world depend on our winning it,” Barr said Thursday. “Future 5G networks will be a critical piece of global infrastructure, the central nervous system of the global economy.”The race to achieving 5G first, is in developing infrastructure to allow 5G to work in the United States and allied countries.Security officials warn that China may use the development of 5G and its infrastructure to be able to spy on people more easily.HUAWEI: CHINA WILL HIT BACK AT NEW US TRADE RESTRICTIONS“5G technology lies at the center of the technological and industrial world that is taking shape,” said Barr in a February speech addressing a conference on the security risks China poses.“In essence, communications networks are not just for communications anymore. They are evolving into the central nervous system of the next generation of internet.”Barr noted that telecom giants like Huawei are leading the 5G race, and currently account for 40 percent of the global 5G infrastructure market.US ACCUSES HUAWEI OF SPYING ON MOBILE PHONE USERSUS intelligence officials have also said that the equipment made by Chinese telecom companies could possibly threaten national security.“If the PRC [People’s Republic of China] wins the 5G race, the geopolitical, economic, and national security consequences will be staggering,” said Barr Thursday.Huawei is known to have built equipment that preserves and shares private information to Chinese law enforcement officials, through a process known as “lawful interception interfaces.” US security officials believe this access could be shared on a larger scale with the Chinese government and put US intelligence in jeopardy.CLICK HERE FOR THE FOX NEWS APPBut Barr said he believes the US could catch up with China’s 5G progress by working “closely with trusted vendors to pursue practical and realistic strategies.”We can win the race, but we must act now.”"
Florida woman in dog mauling later diagnosed with COVID-19: report,Florida,David Aaro,2020-05-22,"Get all the latest news on coronavirus and more delivered daily to your inbox. Sign up here.A Florida woman who was mauled by a pack of dogs in her backyard and nearly died contracted the coronavirus while recovering, a report said on Wednesday.Debbie Beaulieu was attacked on Feb. 7 in Spring Hill. She suffered serious injuries and underwent a number of surgeries, including one that shortened a leg two inches to connect blood vessels. She was revived twice in the operating room.Her daughter said she had attempted to save her Chihuahua from the four attacking dogs, WFTS-TV reported.GOODYEAR BLIMP TO FLY OVER 11 FLORIDA HOSPITALS TO THANK HEALTH CARE WORKERS AHEAD OF MANNING-BRADY GOLF MATCH“I don’t even know to this day how she survived that,” said her son in law, Falcon Dinis, according to Tampa's WFLA-TV. “Her skull is gone completely from here to the entire back. Her leg, it was pretty much eaten away.""Dinis said she contracted the coronavirus while recovering at a rehabilitation facility. He said after months of recovery, his mother-in-law is COVID-19 free and just about ready to return home. Dinis added that she’s now worried about how she’s going to pay for the treatments, according to the report.FLORIDA GIRL, 2, ADOPTED BY FAMILY OVER ZOOM AFTER 700 DAYS IN FOSTER CARE""The damage she has sustained to every part of her body is beyond anybody's imagination. She has over 58 puncture wounds to her belly and back. The dogs chewed and tore both sides of her neck, her scalp has been completely detached and torn from ear to ear."" he wrote in a fundraiser post back in February.Dinis is also going to host a car show fundraiser on July 12, the station added.CLICK HERE FOR MORE CORONAVIRUS COVERAGEUntil then, he said the day she finally gets released ""is going to be one of the happiest days of my life."""
'Terror-related' shooting at NAS Corpus Christi prompts search for possible 2nd suspect,Manhunt,Dom Calicchio,2020-05-22,"A manhunt was underway in Texas for a possible second suspect after a Thursday shooting at Naval Air Station Corpus Christi in Texas that was “terror-related.”“We may have a potential second related person of interest at large in the community,” Leah Greeves, an FBI supervisory senior resident, told reporters, according to KRIS-TV of Corpus Christi.In a series of Twitter messages late Thursday, the FBI’s Houston office called on the public to share any information they may have about the NAS Corpus Christi incident.NAVAL AIR STATION CORPUS CHRISTI SHOOTING INVESTIGATED AS 'TERRORISM-RELATED,' FBI REPORTS“We are not ruling out any possible motives and continue to investigate all leads,” the FBI said in a post. “When we are able to release additional information, we will do so.”A gunman described as an “Arab male” and later identified by The Associated Press as Adam Alsahli of Corpus Christi was killed in a gunbattle with law enforcement at the station, located along the Gulf of Mexico, about 229 miles southwest of Houston.Authorities say the suspect tried to speed his vehicle through a security gate at the naval facility around 6:15 a.m. Thursday but was stopped by a guard who managed to put up a barrier in time to block the driver’s access.A female security officer was shot in the chest during an exchange of gunfire with the suspect, but she was wearing body armor and survived with only minor injuries, KRIS reported.Other security personnel soon arrived and fatally shot the suspect, the AP reported.Following that gunbattle, local police SWAT officers and FBI agents surrounded a home in Corpus Christi. A public records search by KRIS revealed the location to be Alsahli’s last known home address.But authorities would not confirm whether the operation was related to the incident at NAS Corpus Christi, the Caller Times of Corpus Christi reported.After the shooting, the naval air station was on lockdown for about five hours as authorities conducted their investigation.At a news conference, Greeves declared the incident “terror-related,” but provided no details on how investigators reached that conclusion.“We are working diligently with our state, local and federal partners on this investigation, which is fluid and evolving,” Greeves said.Attorney General William Barr has been briefed on the matter, a Justice Department spokesman told the AP.CLICK HERE TO GET THE FOX NEWS APPA similar lockdown occurred at NAS Corpus Christi last December after a suspect with a stolen firearm rammed a truck into a barricade there. The suspect later pleaded guilty to destruction of U.S. government property.Thursday’s incident also follows a Dec. 6 shooting at NAS Pensacola in Florida that left three U.S. sailors dead and eight other people wounded. The suspect in that case, who had been in contact with al-Qaeda operatives, was killed by a sheriff’s deputy.The Associated Press contributed to this story."
"Search for missing Fort Hood soldier remains ‘open and active’ 1 month later, Army says",Missing Persons,Dom Calicchio,2020-05-22,"One month after her disappearance, the search for a missing 20-year-old soldier who was stationed at Fort Hood in Texas remains “open and active,” U.S. Army officials said Thursday.Pfc. Vanessa Guillen was last seen April 22 in the parking lot of her Regimental Engineer Squadron Headquarters, 3rd Cavalry Regiment, at the base, which is located about 68 miles north of Austin.MISSING OHIO TEEN'S CAR, CELL PHONE FOUND AFTER DISAPPEARANCEMeanwhile, the soldier’s friends and family members held a news conference Thursday, hoping to keep media attention on the case of the missing woman.Guillen’s mother, Mayra Guillen, asked that anyone with information about the case contact authorities as soon as possible.“I want you guy to put yourself in my shoes and speak up before it’s too late,” the mother said, according to KWTX-TV of Central Texas. “Don’t try and cover for anyone that won’t do it for you.”Guillen’s personal items -- including her car keys, room key, ID card and wallet -- were all found in an armory room where she had worked the day she disappeared, KWTX reported.At one point, more than 500 soldiers participated in daily foot searches for Guillen around the fort's training areas, barracks and other sections of the property, a Fort Hood spokesman told KWTX.“More targeted searches are ongoing with smaller groups of soldiers,” he said.Meanwhile, a Facebook group called “Find Vanessa Guillen” announced on the social networking site that it plans to hold a demonstration at the fort at 3 p.m. Friday, calling for answers in the soldier’s disappearance.Just days after Guillen went missing, the U.S. Army’s Criminal Investigation Command offered a $15,000 reward for information leading to Guillen’s whereabouts.Guillen was described as of Hispanic descent, 5 feet, 2 inches tall, 126 pounds with black hair and brown eyes. She was last seen wearing a black T-shirt.CLICK HERE TO GET THE FOX NEWS APPAnyone with information about Guillen’s whereabouts is asked to contact Army CID Special Agents at 254-495-7767 or the Military Police Desk at 254-287-4001.Fox News’ Frank Miles contributed to this story."
"Atlanta employee arrested for allegedly lying about COVID-19, FBI says",Georgia,Brie Stimson,2020-05-22,"Get all the latest news on coronavirus and more delivered daily to your inbox. Sign up here.A Georgia man was arrested by the FBI for defrauding the Atlanta-based company he worked for by allegedly lying about having the coronavirus, the U.S. Attorney’s Office for the Northern District of Georgia said in a press release Thursday.Santwon Antonio Davis, 34, allegedly faked a coronavirus doctor’s note, prompting his employer, an unidentified Fortune 500 company, to close the business for sanitizing.“The defendant caused unnecessary economic loss to his employer and distress to his coworkers and their families,” U.S. Attorney Byung J. “BJay” Pak said in a statement. “We will take quick action through the Georgia COVID-19 Task Force to put a stop to criminals preying on Georgia companies and the public with Coronavirus-related fraud schemes.”ATLANTA MAYOR: GEORGIA'S OPENING NOT AS BAD AS FEARED DESPITE CORONAVIRUSThe company lost around $100,000 from closing the business and continuing to pay its employees. Several of Davis’ coworkers also unnecessarily quarantined themselves.Davis later reportedly admitted he didn't have the virus.“Scammers continue to take advantage of the COVID-19 pandemic through a variety of means,” Chris Hacker, Special Agent in Charge of FBI Atlanta, said in a statement. “We receive numerous complaints every day and this case is a reminder that we remain vigilant in detecting, investigating and prosecuting any wrongdoing related to the crisis.”Davis has previously served a total of 18 months for three prison sentences since 2006, for theft, criminal damage to property and trespassing, the Atlanta Journal-Constitution reported.CLICK HERE FOR COMPLETE CORONAVIRUS COVERAGEThe FBI is investigating the case."
"The week in pictures, May 16 - May 22",World,,2020-05-22,Get all the stories you need-to-know from the most powerful name in news delivered first thing every morning to your inboxArrives Weekdays
Iran's supreme leader calls for Israel's destruction in Twitter screed on anti-Israel holiday,Iran,Tyler Olson,2020-05-21,"Iran's supreme leader, Ayatollah Ali Khamenei, launched into a lengthy anti-Israel diatribe on Twitter Friday as he marked Quds Day, a holiday held in Iran toward the end of the month of Ramadan meant to express support for Palestinians and opposition to Israel's existence.The leader, in 25-unthreaded tweets, compared Israel to a ""cancerous tumor"" and the coronavirus, as he called for the nation to be ""uprooted and destroyed."" The ayatollah, who wields complete control over the regime, made similar comments Friday in an in-person speech, according to the Times of Israel""Some argue that the Zionist regime is a reality that the region must come to terms with,"" the Khamenei said in one tweet. ""Today the #Covid_19 is a reality; should it be accepted or fought?! The long-lasting virus of Zionism will be uprooted thanks to the determination and faith of the youth. #Covid1948.""IRAN'S SUPREME LEADER CALLS TRUMP A CLOWN, PRAISES MISSILE ATTACK IN RARE APPEARANCEWHO IS AYATOLLAH KHAMENEI? WHAT TO KNOW ABOUT IRAN'S SUPREME LEADERThe ""#Covid1948"" hashtag is a reference to the year the Jewish state was established in the wake of the Holocaust and World War II.The remarks, which were made on the ayatollah's English-language Twitter account – Twitter has a policy that it does not block world leaders or remove their ""controversial tweets"" – came after Israeli Prime Minister Benjamin Netanyahu accused Khameini of making threats ""reminiscent of the Nazi 'final solution' plan for the destruction of the Jewish people"" on Wednesday.""He must know that any regime that threatens Israel with extermination will find itself in similar danger,"" Netanyahu continued.UN ISSUES SCATHING INDICTMENT OF IRAN'S HUMAN RIGHTS VIOLATIONSKhamenei also warned in his Friday tweets against trusting Western governments or international organizations, which have at least to some extent served to stem the Iranian regime's nuclear ambitions and stated mission to destroy Israel.""It’s absolutely essential to avoid trusting western govts & international communities dependent on them,"" Khamenei said. ""They are opposed to any effective entity of an Islamic nature. They have no regard for human rights. They are the cause of the worst harm and crimes against Islamic nation.""Iran, of course, is a habitual human rights violator. The United Nations, an organization with a reputation for going soft on Iran and singling out Israel, issued a report earlier this year chronicling Iran's crackdowns against pro-democracy protesters.""Individuals who have called for the alleviation of economic hardships, and those who peacefully exercise their civil and political rights in defense of human rights have faced a harsh response,"" Javaid Rehman, the U.N. rapporteur behind the report to the U.N. Human Rights Council, said in the report.CLICK HERE TO GET THE FOX NEWS APPHe continued: ""In particular, I remain deeply concerned at the arrest and imprisonment of human rights defenders and lawyers. I received reports that imprisoned human rights defender, Arash Sadeghi, has been denied treatment for bone cancer and a serious arm infection.”In a tweet toward the end of his screed, the supreme leader of the nation that is the largest state-sponsor of terrorism worldwide praised three U.S.-designated Foreign Terrorist Organizations — Hamas, Islamic Jihad and Hezbollah.""#Hamas & #IslamicJihad in Palestine, #Hezbollah in Lebanon have been a proof for everyone,"" he said. ""The world will not forget the day Zionist army, pounded by Hezbollah, retreated from Lebanon & begged for a truce after heavy casualties. This is what full hands & a position of power means.""Fox News' Vandana Rambaran and Benjamin Weinthal contributed to this report."
Pakistan International Airlines plane with 107 on board crashes in Karachi: officials,Pakistan,Chris Irvine,2020-05-21,"A Pakistan International Airlines plane carrying 107 people has crashed in Karachi on a flight from Lahore, according to officials.The Airbus A320 was flying to Jinnah International Airport, one of the country's busiest airports. It was toward the end of a routine 90-minute flight when it crashed on approach for landing.There were no immediate reports on the number of casualties. The plane was carrying 99 passengers and eight crew members, according to Abdul Sattar Kokhar, spokesman for the country's civil aviation authority.Pictures and video on social media showed smoke billowing from the crash site.The military quickly was sent to the scene, according to a series of tweets from a spokesperson for Pakistan's armed forces.""Army Quick Reaction Force & Pakistan Rangers Sindh troops reached incident site for relief and rescue efforts alongside civil administration. Details to follow,"" the first tweet read.A second one said: ""Update #PIA Incident: Pak Army Aviation helicopters flown for damage assessment and rescue efforts. Urban Search & Rescue Teams are being sent on site for rescue efforts.""PIA grounded flights in March because of coronavirus, but began limited services again on May 16.CLICK HERE FOR THE FOX NEWS APPThis is a developing story. Check back for updates."
